Categoria;Data;Grupo;Produto;Ano Do Carro;Estado;Valor
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$24.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 3p;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$17.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6 Mi 8v Flex 4p Manual;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$28.800
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 City Total Flex 3p;2008;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$25.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 16v Msi Rallye Total Flex 5p;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$39.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$21.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Vht Trend Total Flex 5p;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$25.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Power Total Flex 4p;2008;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$20.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$29.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 City Total Flex 5p;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">Pernambuco</span>";R$33.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Rallye Total Flex 5p;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio de Janeiro</span>";R$27.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Rallye 1.6 Mi;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$36.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Total Trendline;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$39.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2010;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$23.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 3p;1998;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$8.999
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Mi City 8v Flex 4p Manual;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$30.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Novo Gol 1.6 Rallye;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio Grande do Sul</span>";R$33.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Mi 8v Flex 4p Manual G.iv;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$22.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 16v;2000;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio Grande do Sul</span>";R$6.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Total Flex 5p;2021;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$50.999
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Gl 1.8;1991;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$32.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Special 2p;2002;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$8.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Total Flex 5p;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$23.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Mi Power 16v 76cv Gasolina 4p Manual G.iii;2002;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$12.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Cl 8v;1992;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$12.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Trendiline 1.6 Completo Flex;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$38.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol G7 Trend 1.6 Flex Mec (completo);2018;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$41.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Cl 1.6 1992;1996;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$9.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1000;1994;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$18.650
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Distrito Federal</span>";R$44.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi City 8v Flex 4p Manual;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$28.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$23.499
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.v;2010;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$19.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 3p;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$23.999
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6 Msi Flex 16v 5p Aut.;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$59.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 16v Msi Aut. 5p;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$62.499
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City Total Flex 4p;2006;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$13.700
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$43.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Totalflex 4p Manual;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$48.650
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Totalflex 4p Manual;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$49.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Pernambuco</span>";R$42.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City Total Flex 3p;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$24.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 City Total Flex 3p;2008;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$25.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Copa;1996;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$21.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Cl 1.6 Chipado;1997;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$26.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Total Flex 5p;2021;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$49.599
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Trendline Total Flex 5p;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$36.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$20.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Mi 8v Flex 4p Manual G.v;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$27.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Novo Gol 1.0 City;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$26.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Giv;2009;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$14.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi Seleção 8v Flex 4p Manual G.vi;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio Grande do Sul</span>";R$30.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Giv;2009;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$14.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol City (trend) 1.0 Mi Total Flex 8v 2p;2008;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$15.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Plus 2p;2001;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$9.400
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 8v (g4)(flex)4p;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$25.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$20.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City Total Flex 3p;2007;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$14.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Copa Total Flex 5p;2006;"<span class=""ui-search-item__group__element ui-search-item__location"">Distrito Federal</span>";R$14.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 2.0 5p;2000;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$47.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Trendline Total Flex 5p;2017;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$38.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Rallye Total Flex 5p;2005;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$15.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City 2p;2004;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$11.999
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City Total Flex 5p 72 Hp;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$25.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Gls 2.0 Mi  4p;1998;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$26.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Cli / Cl/ Copa/ Stones 1.6;1993;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$18.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol G4 1.0 Mi 8v Total Flex 4p;2010;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$20.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 5p Gasolina;2001;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$11.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 3p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$21.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2009;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$18.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$19.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Power 4p;2003;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$15.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Plus Total Flex 3p;2006;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$14.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Total Flex 5p;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$23.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 3p;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$17.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Volkswagen Gol 1.0 4p G5 25 Anos Flex;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$25.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Power Total Flex 5p;2009;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$25.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 5p;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$19.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Mi Special 2p;2001;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$14.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Power Total Flex 5p;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$26.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Trend Total Flex 5p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$31.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 16v 3p;2000;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$7.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6 Mi 8v Flex 4p Manual G.v;2009;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$25.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Novo Gol Tl Mbv;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$41.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Trendline 1.6 T.flex 8v 5p;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$33.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 16v Msi Aut. 5p;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$56.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Trendline Total Flex 5p;2017;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$33.800
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v (flex);2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio Grande do Sul</span>";R$43.170
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Totalflex 4p Manual;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio de Janeiro</span>";R$48.750
